,mean,std
956,0.165979,0.1623554
957,0.16435108,0.16896535
958,0.16673091,0.16851489
959,0.16452062,0.1659822
960,0.16160335,0.1737145
961,0.16168258,0.17001264
962,0.16370314,0.1733408
963,0.15592782,0.1688622
964,0.15638892,0.16815661
965,0.14877428,0.16908619
966,0.15277363,0.16620128
967,0.14795706,0.17317729
968,0.1477499,0.1723062
969,0.15144312,0.16933438
970,0.14510266,0.17167906
971,0.14609641,0.16692115
972,0.1457124,0.17502806
973,0.14112616,0.16973042
974,0.13670015,0.17617212
975,0.13534412,0.1693648
976,0.13511844,0.17596826
977,0.13061714,0.17810379
978,0.13128391,0.17200002
979,0.13025618,0.17818417
980,0.12296824,0.1748357
981,0.12088938,0.17663963
982,0.12262958,0.17292885
983,0.12048807,0.17398852
984,0.114770554,0.17402922
985,0.11376015,0.17312555
986,0.11499636,0.17370588
987,0.11155249,0.17583662
988,0.10728594,0.1796868
989,0.10053374,0.1836712
990,0.10253732,0.17918937
991,0.10503133,0.17792982
992,0.102709495,0.18196367
993,0.09625387,0.1768805
994,0.09424113,0.18033251
995,0.094352484,0.18220887
996,0.08134025,0.17614995
997,0.0837373,0.18148348
998,0.07612194,0.18297121
999,0.07884486,0.18076281
